ID,code_du_bureau_de_vote,adresse_orig,nb_inscrits,logements_total,etages_moy,X,Y
4442,21,33 CHEMIN DE PETIT BORDE,1,1.0,1.0,-1.4838520000000008,43.507708000000015
4443,21,38 CHEMIN DE PETIT BORDE,1,1.0,1.0,-1.4836500000000006,43.507563
4444,21,43 CHEMIN DE PETIT BORDE,1,1.0,1.0,-1.4835419999999988,43.50856300000001
4445,21,44 CHEMIN DE PETIT BORDE,2,1.0,2.0,-1.483207999999999,43.50866099999999
4446,21,45 CHEMIN DE PETIT BORDE,1,1.0,2.0,-1.4834719999999997,43.508934999999994
4447,21,46 CHEMIN DE PETIT BORDE,1,1.0,1.0,-1.483038000000001,43.508843
4448,21,47 CHEMIN DE PETIT BORDE,2,1.0,2.0,-1.483241999999999,43.508894
4449,21,48 CHEMIN DE PETIT BORDE,1,1.0,1.0,-1.4829729999999992,43.508900000000025
4450,17,1 RUE PHILIPPE VEYRIN,9,35.0,5.0,-1.4864199999999992,43.49568299999999
4451,17,3 RUE PHILIPPE VEYRIN,14,35.0,5.0,-1.486312999999999,43.49582100000001
4452,17,5 RUE PHILIPPE VEYRIN,19,35.0,5.0,-1.4862239999999987,43.495937
4453,17,7 RUE PHILIPPE VEYRIN,6,18.0,5.0,-1.48617,43.496103
4454,17,9 RUE PHILIPPE VEYRIN,14,18.0,5.0,-1.4863950000000006,43.49620900000002
4455,17,11 RUE PHILIPPE VEYRIN,17,18.0,5.0,-1.4865949999999986,43.496289
4456,17,13 RUE PHILIPPE VEYRIN,11,16.0,5.0,-1.4868200000000003,43.49636500000002
4457,17,15 RUE PHILIPPE VEYRIN,19,16.0,5.0,-1.4870290000000004,43.49644499999999
4458,17,17 RUE PHILIPPE VEYRIN,16,32.0,5.0,-1.4871950000000007,43.496541
4459,17,19 RUE PHILIPPE VEYRIN,6,32.0,5.0,-1.4873819999999982,43.496611999999985
4460,17,21 RUE PHILIPPE VEYRIN,6,32.0,5.0,-1.487635,43.496708
4461,17,23 RUE PHILIPPE VEYRIN,10,32.0,5.0,-1.4877639999999996,43.49676000000001
4462,17,25 RUE PHILIPPE VEYRIN,15,32.0,5.0,-1.4879019999999998,43.49682
4463,17,27 RUE PHILIPPE VEYRIN,15,25.0,5.0,-1.4881049999999993,43.496866000000004
4464,17,29 RUE PHILIPPE VEYRIN,12,25.0,5.0,-1.4883269999999984,43.49695200000001
4465,17,31 RUE PHILIPPE VEYRIN,12,27.0,5.0,-1.4884819999999999,43.49702500000001
4466,17,33 RUE PHILIPPE VEYRIN,10,27.0,5.0,-1.4886179999999993,43.49707400000001
4467,17,35 RUE PHILIPPE VEYRIN,10,27.0,5.0,-1.488791000000001,43.497149
4468,17,37 RUE PHILIPPE VEYRIN,11,27.0,5.0,-1.488984,43.49716399999998
4469,17,39 RUE PHILIPPE VEYRIN,11,0.0,,-1.489142,43.49695900000001
4470,17,41 RUE PHILIPPE VEYRIN,12,0.0,,-1.4893849999999993,43.497088000000005
4471,30,1 RUE DE LA PIBALE,4,,,-1.4532589999999996,43.48822100000001
4472,13,7 SQUARE PIERRE BENOIT,1,,,-1.4967809999999995,43.48099499999999
4473,13,2 SQUARE PIERRE BENOIT,2,1.0,2.0,-1.4971749999999997,43.480907000000016
4474,13,3 SQUARE PIERRE BENOIT,7,1.0,2.0,-1.496840999999999,43.480837
4475,13,4 SQUARE PIERRE BENOIT,3,0.0,1.0,-1.4966299999999997,43.48091200000001
4476,13,5 SQUARE PIERRE BENOIT,2,1.0,2.0,-1.4964509999999989,43.480972
4477,13,6 SQUARE PIERRE BENOIT,1,1.0,2.0,-1.496502,43.481161
4478,13,8 SQUARE PIERRE BENOIT,2,1.0,2.0,-1.4967280000000007,43.481156000000006
4479,13,9 SQUARE PIERRE BENOIT,5,1.0,2.0,-1.4969489999999999,43.481077
4480,13,10 SQUARE PIERRE BENOIT,2,2.0,2.0,-1.4972219999999996,43.48098500000002
4481,16,2 RUE PIERRE LESCA,5,6.0,4.0,-1.4728329999999998,43.48910300000001
4482,14,1 AVENUE PIERRE LOTI,1,1.0,1.0,-1.5007259999999998,43.48342399999999
4483,14,3 AVENUE PIERRE LOTI,2,1.0,1.0,-1.5005589999999986,43.483072
4484,14,4 AVENUE PIERRE LOTI,3,1.0,1.0,-1.5006989999999998,43.483035000000015
4485,14,5 AVENUE PIERRE LOTI,1,1.0,2.0,-1.5004379999999997,43.482852000000015
4486,14,7 AVENUE PIERRE LOTI,3,1.0,2.0,-1.5003290000000005,43.482658000000015
4487,14,9 AVENUE PIERRE LOTI,1,1.0,1.0,-1.500288999999999,43.48255799999999
4488,14,10 AVENUE PIERRE LOTI,3,1.0,2.0,-1.5004920000000002,43.482639999999996
4489,14,11 AVENUE PIERRE LOTI,7,0.0,,-1.5002259999999996,43.482465999999995
4490,14,12 AVENUE PIERRE LOTI,2,1.0,2.0,-1.500388,43.482459000000006
4491,14,14 avenue Pierre Loti,2,1.0,1.0,-1.5002949999999997,43.482294999999986
4492,14,15 AVENUE PIERRE LOTI,3,1.0,2.0,-1.5001269999999993,43.48230199999999
4493,14,16 AVENUE PIERRE LOTI,4,1.0,2.0,-1.5002370000000003,43.48220700000002
4494,14,16BIS AVENUE PIERRE LOTI,1,1.0,2.0,-1.5002149999999999,43.482168999999985
4495,14,18 Avenue Pierre Loti,2,1.0,2.0,-1.5001149999999988,43.481981999999995
4496,14,19 AVENUE PIERRE LOTI,1,1.0,2.0,-1.4999389999999995,43.48196999999998
4497,14,20 AVENUE PIERRE LOTI,1,1.0,2.0,-1.5001220000000002,43.481884
4498,14,21BIS AVENUE PIERRE LOTI,2,1.0,1.0,-1.499855999999999,43.481805
4499,14,22 AVENUE PIERRE LOTI,3,1.0,1.0,-1.5000119999999986,43.48181499999999
4500,14,24 AVENUE PIERRE LOTI,1,1.0,1.0,-1.499910000000001,43.48162700000002
4501,14,25 AVENUE PIERRE LOTI,1,1.0,1.0,-1.499625999999999,43.481459
4502,14,26 AVENUE PIERRE LOTI,2,0.0,1.0,-1.4997719999999992,43.48141499999999
4503,14,27 AVENUE PIERRE LOTI,3,1.0,2.0,-1.4995329999999996,43.48132900000002
4504,8,2 RUE PIERRE RECTORAN,1,1.0,1.0,-1.476639,43.48562800000002
4505,8,4 RUE PIERRE RECTORAN,2,1.0,2.0,-1.4768059999999994,43.485630999999984
4506,8,6 RUE PIERRE RECTORAN,3,1.0,2.0,-1.477,43.485627
4507,8,3 RUE PIERRE SABRE,2,2.0,2.0,-1.4832390000000006,43.484507000000015
4508,8,6 RUE PIERRE SABRE,4,0.0,,-1.4830639999999988,43.484592
4509,8,8 RUE PIERRE SABRE,2,6.0,3.0,-1.4831719999999997,43.484579000000004
4510,2,3 RUE DU PILORI,1,8.0,5.0,-1.4759189999999989,43.49047399999999
4511,2,5 RUE DU PILORI,8,8.0,5.0,-1.475990999999999,43.49046699999998
4512,2,6 RUE DU PILORI,1,0.0,5.0,-1.4760329999999988,43.490536999999996
4513,2,7 RUE DU PILORI,7,6.0,5.0,-1.4760790000000001,43.49045499999998
4514,2,8 RUE DU PILORI,4,5.0,6.0,-1.4761050000000004,43.49052600000001
4515,2,9 RUE DU PILORI,1,4.0,5.0,-1.4761850000000003,43.490452
4516,2,10 RUE DU PILORI,7,3.0,5.0,-1.4761729999999997,43.49051899999999
4517,2,11 RUE DU PILORI,2,4.0,6.0,-1.4762529999999996,43.490442
4518,2,12 RUE DU PILORI,3,8.0,5.0,-1.4762499999999996,43.49051200000002
4519,2,13 Rue du Pilori,2,3.0,6.0,-1.4762930000000003,43.490446999999996
4520,2,15 RUE DU PILORI,3,4.0,5.0,-1.4763649999999995,43.490454
4521,29,2 CHEMIN PINÈDE,4,1.0,2.0,-1.43869,43.50255199999998
4522,29,10 CHEMIN PINÈDE,2,0.0,,-1.4376600000000002,43.50322500000002
4523,29,15 CHEMIN PINÈDE,1,1.0,3.0,-1.4366620000000003,43.504239
4524,29,20 CHEMIN PINÈDE,3,0.0,,-1.434668999999999,43.50437699999999
4525,29,30 CHEMIN PINÈDE,4,9.0,2.0,-1.4324180000000002,43.504549000000026
4526,29,47 CHEMIN PINÈDE,9,0.0,,-1.4307630000000002,43.50626199999999
4527,14,8B ALLÉE DES PINS,1,,,-1.5031200000000005,43.48045199999999
4528,14,6 ALLÉE DES PINS,7,11.0,4.0,-1.501853,43.480549
4529,14,8 ALLÉE DES PINS,17,16.0,5.0,-1.5020700000000002,43.480591999999994
4530,14,9 ALLÉE DES PINS,1,1.0,1.0,-1.502178000000001,43.48049799999998
4531,14,10 ALLÉE DES PINS,2,1.0,2.0,-1.5023889999999995,43.48061100000001
4532,14,11 ALLÉE DES PINS,1,1.0,3.0,-1.502820999999999,43.480553
4533,14,13 ALLÉE DES PINS,4,1.0,2.0,-1.5030520000000003,43.48056900000002
4534,14,15 ALLÉE DES PINS,1,1.0,1.0,-1.5035939999999997,43.480264
4535,14,16 ALLÉE DES PINS,4,1.0,1.0,-1.5032829999999993,43.480674999999984
4536,14,17 ALLÉE DES PINS,2,1.0,1.0,-1.5035320000000003,43.48050099999999
4537,14,18 ALLÉE DES PINS,2,1.0,1.0,-1.5034510000000003,43.480682
4538,14,20 ALLÉE DES PINS,2,1.0,1.0,-1.5036650000000005,43.48069399999999
4539,14,22 ALLÉE DES PINS,2,1.0,1.0,-1.5038549999999995,43.480588999999995
4540,14,24 ALLÉE DES PINS,2,1.0,2.0,-1.5039379999999993,43.480423
4541,14,26 ALLÉE DES PINS,2,1.0,1.0,-1.5039779999999994,43.48023800000001
4542,14,28 ALLÉE DES PINS,1,1.0,2.0,-1.5039250000000004,43.480090999999994
4543,14,30 ALLÉE DES PINS,3,1.0,1.0,-1.5037930000000002,43.480019
4544,14,32 ALLÉE DES PINS,1,1.0,1.0,-1.5035929999999997,43.48003899999999
4545,14,34 ALLÉE DES PINS,1,1.0,1.0,-1.5034870000000005,43.48015
4546,14,38 ALLÉE DES PINS,1,0.0,1.0,-1.5034039999999997,43.480484
4547,26,11 AVENUE DE PLANTOUN,1,,,-1.4575839999999989,43.49473999999999
4548,26,1 AVENUE DE PLANTOUN,1,2.0,1.0,-1.4584700000000013,43.493939000000005
4549,26,2 AVENUE DE PLANTOUN,4,1.0,1.0,-1.458165999999999,43.493982
4550,26,3 AVENUE DE PLANTOUN,1,0.0,,-1.4583750000000002,43.49410199999999
4551,26,7 AVENUE DE PLANTOUN,6,3.0,2.0,-1.4580089999999992,43.49459399999999
4552,26,8 AVENUE DE PLANTOUN,4,0.0,,-1.457769999999999,43.494515
4553,3,11 RUE POISSONNERIE,23,0.0,,-1.4758899999999995,43.48965600000001
4554,3,13 RUE POISSONNERIE,6,4.0,5.0,-1.475975,43.48965799999999
4555,3,15 RUE POISSONNERIE,4,4.0,5.0,-1.476041000000001,43.48966400000001
4556,2,16 RUE POISSONNERIE,6,7.0,5.0,-1.4754740000000013,43.48973900000002
4557,2,18 RUE POISSONNERIE,13,8.0,5.0,-1.4755220000000002,43.48973699999999
4558,2,20 RUE POISSONNERIE,1,8.0,5.0,-1.4755990000000003,43.489735
4559,3,21 RUE POISSONNERIE,2,4.0,5.0,-1.4762829999999998,43.48969100000001
4560,2,22 RUE POISSONNERIE,2,8.0,5.0,-1.4756509999999998,43.489733
4561,3,23 RUE POISSONNERIE,3,4.0,5.0,-1.4763369999999993,43.4897
4562,3,25 RUE POISSONNERIE,7,6.0,4.0,-1.476395999999999,43.489708
4563,3,27 RUE POISSONNERIE,5,8.0,5.0,-1.4764549999999992,43.489717
4564,2,28 RUE POISSONNERIE,9,6.0,4.0,-1.4759990000000012,43.489727000000016
4565,3,29 RUE POISSONNERIE,1,8.0,5.0,-1.4765279999999998,43.48972799999999
4566,2,30 RUE POISSONNERIE,4,7.0,5.0,-1.4760709999999995,43.48973600000001
4567,3,31 RUE POISSONNERIE,3,3.0,4.0,-1.4765950000000008,43.48973600000001
4568,2,32 RUE POISSONNERIE,8,7.0,2.5,-1.4761300000000006,43.489740000000005
4569,3,33 RUE POISSONNERIE,1,5.0,6.0,-1.4766600000000003,43.489746999999994
4570,2,34 RUE POISSONNERIE,8,8.0,2.5,-1.476191,43.48974800000001
4571,3,35 RUE POISSONNERIE,2,3.0,4.0,-1.4767810000000001,43.48976799999999
4572,2,36 RUE POISSONNERIE,4,5.0,4.0,-1.476259000000001,43.489752
4573,2,38 RUE POISSONNERIE,1,4.0,4.0,-1.4763239999999995,43.48975599999999
4574,2,40 RUE POISSONNERIE,7,7.0,5.0,-1.476377,43.489760999999994
4575,2,42 RUE POISSONNERIE,2,5.0,4.0,-1.4764449999999993,43.48976999999998
4576,2,44 RUE POISSONNERIE,4,8.0,5.0,-1.4765060000000003,43.48977800000001
4577,2,46 RUE POISSONNERIE,5,6.0,5.0,-1.4765599999999992,43.48978799999999
4578,2,48 RUE POISSONNERIE,2,4.0,5.0,-1.476610999999999,43.489793
4579,13,3 AVENUE DU POLO,4,1.0,3.0,-1.498780999999999,43.480895000000004
4580,13,4 AVENUE DU POLO,2,0.0,,-1.4988079999999986,43.48071499999999
4581,13,5 AVENUE DU POLO,2,1.0,2.0,-1.4985750000000004,43.48071200000002
4582,13,6 AVENUE DU POLO,3,1.0,3.0,-1.4984679999999995,43.48046400000001
4583,13,7 AVENUE DU POLO,2,1.0,2.0,-1.4984789999999992,43.48063400000001
4584,13,8 AVENUE DU POLO,3,1.0,1.5,-1.498334000000001,43.48016700000003
4585,13,10 AVENUE DU POLO,1,1.0,1.5,-1.498305,43.48006100000002
4586,13,15 AVENUE DU POLO,13,40.0,5.0,-1.498226,43.47958899999999
4587,13,17 AVENUE DU POLO,14,40.0,5.0,-1.4982649999999993,43.47944300000001
4588,13,19 AVENUE DU POLO,9,40.0,5.0,-1.4983110000000006,43.479303
4589,13,21 AVENUE DU POLO,9,40.0,5.0,-1.4983370000000016,43.479164
4590,12,23 AVENUE DU POLO,1,0.0,,-1.498559,43.47828800000003
4591,12,25 AVENUE DU POLO,4,0.0,,-1.498779,43.477519
4592,23,1 ALLÉE DU RUISSEAU DU PONT DE PIERRE,20,0.0,,-1.4690210000000006,43.50733500000002
4593,23,2 ALLÉE DU RUISSEAU DU PONT DE PIERRE,21,0.0,,-1.4689199999999996,43.507480999999984
4594,23,3 ALLÉE DU RUISSEAU DU PONT DE PIERRE,22,0.0,,-1.4695939999999992,43.507516
4595,23,4 ALLÉE DU RUISSEAU DU PONT DE PIERRE,25,20.0,3.0,-1.4693579999999988,43.50763100000001
4596,23,5 ALLÉE DU RUISSEAU DU PONT DE PIERRE,24,0.0,,-1.4701730000000002,43.507707
4597,23,6 ALLÉE DU RUISSEAU DU PONT DE PIERRE,22,0.0,1.0,-1.4699319999999982,43.507813999999996
4598,23,7 ALLÉE DU RUISSEAU DU PONT DE PIERRE,6,0.0,,-1.4705450000000002,43.50777999999998
4599,23,8 ALLÉE DU RUISSEAU DU PONT DE PIERRE,7,0.0,,-1.470065000000001,43.50824300000002
4600,23,9 ALLÉE DU RUISSEAU DU PONT DE PIERRE,8,4.0,2.0,-1.470705,43.50782699999999
4601,23,10 ALLÉE DU RUISSEAU DU PONT DE PIERRE,8,0.0,,-1.4701660000000003,43.508334000000005
4602,23,11 ALLÉE DU RUISSEAU DU PONT DE PIERRE,8,0.0,,-1.470448999999999,43.508160000000004
4603,23,13 ALLÉE DU RUISSEAU DU PONT DE PIERRE,3,0.0,,-1.4703529999999996,43.50831800000001
4604,23,15 ALLÉE DU RUISSEAU DU PONT DE PIERRE,9,0.0,,-1.4702579999999992,43.50847099999999
4605,4,2 RUE PONTRIQUE,6,0.0,5.0,-1.4731380000000003,43.489921
4606,4,3 RUE PONTRIQUE,4,6.0,4.0,-1.4732679999999991,43.490063999999975
4607,4,4 RUE PONTRIQUE,9,0.0,5.0,-1.4731100000000001,43.490073
4608,4,5 RUE PONTRIQUE,3,8.0,5.0,-1.4732019999999997,43.49027500000001
4609,4,6 RUE PONTRIQUE,1,0.0,4.0,-1.473156,43.490241000000005
4610,4,7 RUE PONTRIQUE,2,5.0,5.0,-1.4731910000000008,43.49033500000001
4611,4,11 RUE PONTRIQUE,1,4.0,5.0,-1.4731809999999994,43.49040300000001
4612,4,14 RUE PONTRIQUE,2,2.0,3.0,-1.4730779999999992,43.49045600000001
4613,4,15 RUE PONTRIQUE,4,5.0,6.0,-1.4731599999999998,43.490528000000005
4614,4,17 RUE PONTRIQUE,4,4.0,5.0,-1.47315,43.49058200000002
4615,4,18 RUE PONTRIQUE,1,5.0,6.0,-1.4730649999999996,43.490576
4616,4,19 RUE PONTRIQUE,3,4.0,5.0,-1.4731339999999997,43.49064200000001
4617,4,20 RUE PONTRIQUE,2,4.0,5.0,-1.4730509999999999,43.490621
4618,4,21 RUE PONTRIQUE,3,7.0,5.0,-1.4731120000000002,43.490715
4619,4,22 RUE PONTRIQUE,2,7.0,5.0,-1.473039,43.49067200000001
4620,4,23 RUE PONTRIQUE,3,4.0,5.0,-1.4730919999999996,43.490762999999994
4621,4,26 RUE PONTRIQUE,2,3.0,4.0,-1.4729930000000002,43.490782
4622,25,5 RUE DE LA PORCELAINE,2,5.0,3.0,-1.4665749999999995,43.505232
4623,25,7 RUE DE LA PORCELAINE,6,2.0,3.0,-1.4664720000000002,43.505147
4624,24,8 RUE DE LA PORCELAINE,25,20.0,5.0,-1.466116,43.504796
4625,25,9 RUE DE LA PORCELAINE,1,5.0,3.0,-1.4665039999999996,43.50511000000001
4626,24,10 RUE DE LA PORCELAINE,20,22.0,3.5,-1.4658119999999994,43.504659999999994
4627,25,13 RUE DE LA PORCELAINE,5,0.0,,-1.4661019999999996,43.50491700000001
4628,25,21 RUE DE LA PORCELAINE,2,0.0,,-1.4654919999999991,43.504546
4629,25,23 RUE DE LA PORCELAINE,1,0.0,,-1.4655180000000003,43.504469000000014
4630,25,25 RUE DE LA PORCELAINE,3,0.0,,-1.4655430000000012,43.50438799999999
4631,2,18 RUE PORT DE BERTACO,1,,,-1.475239,43.489651
4632,3,1 RUE PORT DE BERTACO,7,8.0,5.0,-1.475143999999999,43.489648
4633,3,3 RUE PORT DE BERTACO,1,3.0,6.0,-1.4753349999999996,43.489655000000006
4634,2,1 RUE PORT DE CASTETS,2,3.0,4.0,-1.474997999999999,43.49094100000001
4635,2,2 RUE PORT DE CASTETS,11,5.0,5.0,-1.4749530000000006,43.491066999999994
4636,2,3 RUE PORT DE CASTETS,12,4.0,5.0,-1.4751590000000003,43.490933999999996
4637,2,5 RUE PORT DE CASTETS,4,4.0,5.0,-1.4753010000000004,43.490933999999996
4638,2,7 RUE PORT DE CASTETS,3,4.0,5.0,-1.4753969999999983,43.490933000000005
4639,2,10 RUE PORT DE CASTETS,8,6.0,5.0,-1.4753830000000001,43.49098799999999
4640,2,11 RUE PORT DE CASTETS,1,3.0,5.0,-1.4755319999999985,43.490925
4641,2,13 RUE PORT DE CASTETS,2,4.0,5.0,-1.475606,43.490923000000016
4642,2,2 RUE PORT DE SUZEYE,8,4.0,5.0,-1.4749619999999997,43.490691999999996
4643,2,4 RUE PORT DE SUZEYE,1,3.0,5.0,-1.4750560000000001,43.49067699999999
4644,2,8 RUE PORT DE SUZEYE,6,5.0,5.0,-1.475200000000001,43.49065500000001
4645,2,10 RUE PORT DE SUZEYE,3,4.0,6.0,-1.4752540000000014,43.490647
4646,16,1 ALLÉE PORTETENY,5,10.0,5.0,-1.466782999999999,43.48783
4647,1,2 RUELLE PORT NEUF,3,23.0,5.333333333333333,-1.475756,43.49203099999998
4648,1,3 RUELLE PORT NEUF,10,15.0,6.0,-1.4756329999999995,43.49191299999999
4649,1,8 RUELLE PORT NEUF,5,6.0,5.0,-1.4754809999999987,43.49207500000002
4650,1,2 RUE PORT NEUF,11,7.0,5.0,-1.4752060000000007,43.49276800000002
4651,1,3 RUE PORT NEUF,4,3.0,5.0,-1.475149999999998,43.49264800000001
4652,1,5 RUE PORT NEUF,4,6.0,6.0,-1.4752149999999997,43.492598
4653,1,6 RUE PORT NEUF,15,6.0,5.0,-1.4753119999999993,43.492688
4654,1,7 RUE PORT NEUF,5,6.0,6.0,-1.4752690000000002,43.49256400000001
4655,1,9 RUE PORT NEUF,1,5.0,6.0,-1.475316,43.492530000000016
4656,1,10 RUE PORT NEUF,2,3.0,5.0,-1.4754799999999997,43.492554000000005
4657,1,13 RUE PORT NEUF,1,4.0,7.0,-1.4754939999999994,43.49240300000001
4658,1,14 RUE PORT NEUF,7,3.0,5.0,-1.475564,43.49247799999999
4659,1,15 RUE PORT NEUF,7,6.0,6.0,-1.4755440000000006,43.49236599999999
4660,1,16 RUE PORT NEUF,7,6.0,5.0,-1.4756240000000012,43.492426
4661,1,17 RUE PORT NEUF,5,8.0,5.0,-1.4755940000000003,43.492325
4662,1,18 RUE PORT NEUF,2,3.0,5.0,-1.4756749999999994,43.492385000000006
4663,1,19 RUE PORT NEUF,6,6.0,5.0,-1.4756410000000009,43.49228200000001
4664,1,20 RUE PORT NEUF,2,3.0,5.0,-1.4757240000000007,43.49234299999999
4665,1,21 RUE PORT NEUF,1,3.0,5.0,-1.4756960000000006,43.49224299999999
4666,1,22 RUE PORT NEUF,1,3.0,4.0,-1.475764999999999,43.492307999999994
4667,1,24 RUE PORT NEUF,5,6.0,5.0,-1.475801,43.492280000000015
4668,1,26 RUE PORT NEUF,1,0.0,5.0,-1.4758510000000002,43.492239000000005
4669,1,28 RUE PORT NEUF,5,10.0,6.0,-1.4758920000000002,43.49220000000001
4670,1,30 RUE PORT NEUF,7,10.0,6.0,-1.475941,43.49216200000001
4671,1,32 RUE PORT NEUF,10,8.0,6.0,-1.475994999999998,43.49211100000001
4672,1,33 RUE PORT NEUF,3,7.0,5.0,-1.4759750000000007,43.49202900000001
4673,1,35 RUE PORT NEUF,2,3.0,5.0,-1.4760189999999997,43.49199500000001
4674,1,37 RUE PORT NEUF,6,6.0,6.0,-1.4760720000000003,43.49195199999999
4675,1,39 RUE PORT NEUF,5,7.0,4.0,-1.47613,43.491902
4676,1,40 RUE PORT NEUF,5,7.0,5.0,-1.4762459999999997,43.49187700000001
4677,1,41 RUE PORT NEUF,8,6.0,5.0,-1.476184000000001,43.491858000000015
4678,1,42 RUE PORT NEUF,12,4.0,4.0,-1.4763299999999995,43.491800999999995
4679,1,43 RUE PORT NEUF,6,5.0,4.0,-1.4762340000000007,43.49181500000003
4680,1,45 RUE PORT NEUF,2,5.0,4.0,-1.4762799999999998,43.49177799999998
4681,1,47 RUE PORT NEUF,3,3.0,5.0,-1.4763280000000003,43.491735999999996
4682,20,1 RUE DE LA NOUVELLE POSTE,1,,,-1.4917969999999987,43.49914900000001
4683,26,1 ALLÉE DE POTUS,35,28.0,7.0,-1.4520589999999995,43.496264999999994
4684,26,2 ALLÉE DE POTUS,25,28.0,7.0,-1.4524119999999998,43.496451
4685,26,3 ALLÉE DE POTUS,29,27.0,7.0,-1.452439,43.496112999999994
4686,16,1 Rue Poydenot,2,1.0,2.0,-1.4678199999999988,43.48935199999999
4687,16,2 RUE POYDENOT,1,1.0,2.0,-1.4677529999999994,43.48920300000001
4688,16,3 RUE POYDENOT,2,1.0,2.0,-1.4676050000000003,43.489217
4689,16,6 RUE POYDENOT,1,1.0,3.0,-1.4674860000000005,43.489028000000005
4690,16,7 RUE POYDENOT,2,1.0,2.0,-1.4673779999999996,43.489086
4691,16,11 RUE POYDENOT,1,1.0,2.0,-1.4672399999999994,43.488786000000005
4692,16,12 RUE POYDENOT,2,1.0,2.0,-1.4673479999999994,43.488665999999995
4693,16,13 RUE POYDENOT,3,1.0,2.0,-1.4672119999999993,43.488635000000016
4694,16,14 RUE POYDENOT,4,1.0,2.0,-1.4673169999999993,43.48852399999999
4695,16,15 RUE POYDENOT,2,1.0,1.0,-1.4671899999999998,43.48851399999999
4696,16,16 RUE POYDENOT,1,1.0,1.0,-1.4672819999999993,43.488350000000004
4697,16,17 RUE POYDENOT,2,1.0,1.0,-1.4671490000000007,43.48828100000003
4698,16,19 RUE POYDENOT,1,1.0,2.0,-1.4671699999999994,43.488156000000004
4699,16,21 RUE POYDENOT,3,0.0,1.0,-1.4672629999999982,43.48807200000001
4700,16,3 IMPASSE POYDENOT,1,2.0,1.0,-1.4669330000000005,43.488849999999985
4701,16,4 IMPASSE POYDENOT,1,1.0,2.0,-1.4668069999999993,43.48866
4702,16,6 IMPASSE POYDENOT,2,1.0,2.0,-1.4667199999999996,43.488532
4703,16,8 IMPASSE POYDENOT,1,1.0,2.0,-1.4668489999999983,43.488426000000004
4704,16,9 IMPASSE POYDENOT,1,1.0,2.0,-1.466563999999999,43.48854399999998
4705,16,10 IMPASSE POYDENOT,3,1.0,2.0,-1.466881,43.488337
4706,16,11 IMPASSE POYDENOT,1,1.0,1.0,-1.4666150000000002,43.488515
4707,2,1 RUE DES PRÉBENDÉS,4,2.0,3.0,-1.4777950000000002,43.490269
4708,2,10 RUE DES PRÉBENDÉS,3,8.0,5.0,-1.4784060000000006,43.49055799999998
4709,2,12 RUE DES PRÉBENDÉS,14,9.0,5.0,-1.4784800000000005,43.490583999999984
4710,2,16 RUE DES PRÉBENDÉS,1,1.0,4.0,-1.4787479999999995,43.490686000000004
4711,2,17 RUE DES PRÉBENDÉS,2,3.0,4.0,-1.4784039999999998,43.49048
4712,2,19 RUE DES PRÉBENDÉS,1,5.0,4.0,-1.4784590000000002,43.49050100000002
4713,2,21 RUE DES PRÉBENDÉS,2,3.0,5.0,-1.4785550000000005,43.490539
4714,2,23 RUE DES PRÉBENDÉS,4,4.0,5.0,-1.4787500000000002,43.490615
4715,7,3 AVENUE DES PRÉS,2,4.0,3.0,-1.4602989999999998,43.493345999999995
4716,7,4 AVENUE DES PRÉS,1,3.0,2.0,-1.4604190000000004,43.493321000000016
4717,7,6 AVENUE DES PRÉS,1,3.0,2.0,-1.4603729999999997,43.493237000000015
4718,7,7 AVENUE DES PRÉS,4,1.0,2.0,-1.4602329999999988,43.49323299999997
4719,7,9 AVENUE DES PRÉS,2,2.0,2.0,-1.4601879999999998,43.493161000000015
4720,7,10 AVENUE DES PRÉS,4,1.0,2.0,-1.460287,43.49310700000001
4721,7,12 AVENUE DES PRÉS,2,0.0,1.0,-1.460244,43.493039999999986
4722,15,900 AVENUE DU PRISSÉ,2,,,-1.4588449999999995,43.48100999999999
4723,15,2 AVENUE DU PRISSÉ,56,17.0,1.6666666666666667,-1.4588449999999995,43.48100999999999
4724,25,1 ALLÉE DE PROUILLATA,1,2.0,2.0,-1.4579210000000005,43.50661999999998
4725,25,2 ALLÉE DE PROUILLATA,3,2.0,2.0,-1.4578840000000013,43.506595999999995
4726,25,3 ALLÉE DE PROUILLATA,2,4.0,2.0,-1.4577969999999991,43.50652900000001
4727,25,4 ALLÉE DE PROUILLATA,2,4.0,2.0,-1.4577589999999983,43.50650100000001
4728,25,5 ALLÉE DE PROUILLATA,2,2.0,2.0,-1.457681,43.506443000000004
4729,25,6 ALLÉE DE PROUILLATA,5,4.0,2.0,-1.4576300000000004,43.506403000000006
4730,25,7 ALLÉE DE PROUILLATA,2,4.0,2.0,-1.4578919999999995,43.50633599999999
4731,25,8 ALLÉE DE PROUILLATA,2,4.0,2.0,-1.4579250000000004,43.506271000000005
4732,25,9 ALLÉE DE PROUILLATA,3,4.0,2.0,-1.4579629999999995,43.506199
4733,25,10 ALLÉE DE PROUILLATA,1,1.0,1.0,-1.4579810000000006,43.506405
4734,25,15 ALLÉE DE PROUILLATA,3,0.0,,-1.4572249999999995,43.50661999999998
4735,14,2 AVENUE DES PYRÉNÉES,3,,,-1.4953879999999988,43.48131299999999
4736,13,1 AVENUE DES PYRÉNÉES,2,2.0,2.0,-1.4934789999999996,43.48100699999999
4737,13,3 AVENUE DES PYRÉNÉES,2,1.0,1.0,-1.493672,43.48102800000001
